Acquirente_ID,Venditore_ID,Rating_Acquirente_V,Rating_Venditore_A,Item_ID,Acquirente_Community,Venditore_Community,Main_Tag_Acquirente,Detailed_Tag_Acquirente,Main_Tag_Venditore,Detailed_Tag_Venditore,Rating_Medio,Numero_Transazioni
80649366.0,263549027,5,,,Action_Figure,Generalista,Action_Figure,Puro_Action_Figure,Generalista,Generalista,5.0,1
83336745.0,263549027,5,,6625387796.0,Multi_category,Generalista,Multi_category,Multi_category_Carte_TCG_Fumetti_Manga,Generalista,Generalista,5.0,1
66418741.0,263549027,5,,6614905460.0,Moda_Lusso,Generalista,Moda_Lusso,Puro_Moda_Lusso,Generalista,Generalista,5.0,1
84572539.0,263549027,5,,6593624060.0,Gaming_Console,Generalista,Gaming_Console,Puro_Gaming_Console,Generalista,Generalista,5.0,1
208235158.0,263549027,5,,6521241004.0,Generalista,Generalista,Generalista,Debole_Carte_TCG,Generalista,Generalista,5.0,1
62418692.0,263549027,5,,6529662683.0,Fumetti_Manga,Generalista,Fumetti_Manga,Puro_Fumetti_Manga,Generalista,Generalista,5.0,1
58305402.0,263549027,5,,6573072804.0,Multi_category,Generalista,Multi_category,Multi_category_Media_Vinili_Fumetti_Manga,Generalista,Generalista,5.0,1
154261.0,263549027,5,,6200421658.0,Moda_Lusso,Generalista,Moda_Lusso,Puro_Moda_Lusso,Generalista,Generalista,5.0,1
241162848.0,263549027,5,,6395554772.0,Generalista,Generalista,Generalista,Debole_Moda_Lusso,Generalista,Generalista,5.0,1
169672359.0,263549027,5,,,Action_Figure,Generalista,Action_Figure,Puro_Action_Figure,Generalista,Generalista,5.0,1
169353221.0,263549027,5,,6549167288.0,Moda_Lusso,Generalista,Moda_Lusso,Puro_Moda_Lusso,Generalista,Generalista,5.0,1
81205989.0,263549027,5,,6270074181.0,Multi_category,Generalista,Multi_category,Multi_category_Fumetti_Manga_Moda_Lusso,Generalista,Generalista,5.0,1
255337104.0,263549027,5,,6494709361.0,Action_Figure,Generalista,Action_Figure,Puro_Action_Figure,Generalista,Generalista,5.0,1
175094097.0,263549027,5,,6533748514.0,Generalista,Generalista,Generalista,Debole_Moda_Lusso,Generalista,Generalista,5.0,1
57395365.0,263549027,5,,,Action_Figure,Generalista,Action_Figure,Puro_Action_Figure,Generalista,Generalista,5.0,1
49510756.0,263549027,5,,,Moda_Lusso,Generalista,Moda_Lusso,Puro_Moda_Lusso,Generalista,Generalista,5.0,1
50565039.0,263549027,5,,6539331232.0,Action_Figure,Generalista,Action_Figure,Puro_Action_Figure,Generalista,Generalista,5.0,1
135751857.0,263549027,5,,6403905477.0,Action_Figure,Generalista,Action_Figure,Puro_Action_Figure,Generalista,Generalista,5.0,1
50704928.0,263549027,5,,6528193983.0,Generalista,Generalista,Generalista,Debole_Moda_Lusso,Generalista,Generalista,5.0,1
32476642.0,263549027,5,,6412823497.0,Moda_Lusso,Generalista,Moda_Lusso,Puro_Moda_Lusso,Generalista,Generalista,5.0,1
47015712.0,263549027,5,,6403906782.0,Generalista,Generalista,Generalista,Debole_Action_Figure,Generalista,Generalista,5.0,1
267989975.0,263549027,5,,,Multi_category,Generalista,Multi_category,Multi_category_Carte_TCG_Action_Figure,Generalista,Generalista,5.0,1
28772157.0,263549027,5,,6481785324.0,Generalista,Generalista,Generalista,Debole_Carte_TCG,Generalista,Generalista,5.0,1
71596821.0,263549027,5,,6431695912.0,Fumetti_Manga,Generalista,Fumetti_Manga,Puro_Fumetti_Manga,Generalista,Generalista,5.0,1
26299464.0,263549027,5,,6401889862.0,Generalista,Generalista,Generalista,Debole_Action_Figure,Generalista,Generalista,5.0,1
193003465.0,263549027,5,,6439256873.0,Multi_category,Generalista,Multi_category,Multi_category_Moda_Lusso_Tech_Elettronica,Generalista,Generalista,5.0,1
129496003.0,263549027,5,,6354556802.0,Moda_Lusso,Generalista,Moda_Lusso,Puro_Moda_Lusso,Generalista,Generalista,5.0,1
82095374.0,263549027,5,,6415005270.0,Generalista,Generalista,Generalista,Debole_Moda_Lusso,Generalista,Generalista,5.0,1
251502128.0,263549027,5,,,Multi_category,Generalista,Multi_category,Multi_category_Media_Vinili_Fumetti_Manga,Generalista,Generalista,5.0,1
80129495.0,263549027,5,,6433437253.0,Generalista,Generalista,Generalista,Debole_Moda_Lusso,Generalista,Generalista,5.0,1
179162483.0,263549027,5,,,Multi_category,Generalista,Multi_category,Multi_category_Fumetti_Manga_Carte_TCG,Generalista,Generalista,5.0,1
123941069.0,263549027,5,,6377928584.0,Multi_category,Generalista,Multi_category,Multi_category_Fumetti_Manga_Action_Figure,Generalista,Generalista,5.0,2
39018059.0,263549027,5,,6397677727.0,Generalista,Generalista,Generalista,Debole_Action_Figure,Generalista,Generalista,5.0,1
95872065.0,263549027,5,,6376317154.0,Multi_category,Generalista,Multi_category,Multi_category_Fumetti_Manga_Action_Figure,Generalista,Generalista,5.0,1
269724524.0,263549027,5,,,Generalista,Generalista,Generalista,Debole_Gaming_Console,Generalista,Generalista,5.0,1
29672872.0,263549027,5,,6339775391.0,Generalista,Generalista,Generalista,Debole_Carte_TCG,Generalista,Generalista,5.0,1
165205532.0,263549027,5,,6326387796.0,Generalista,Generalista,Generalista,Debole_Action_Figure,Generalista,Generalista,5.0,1
256566976.0,263549027,4,,6293782735.0,Moda_Lusso,Generalista,Moda_Lusso,Puro_Moda_Lusso,Generalista,Generalista,4.0,1
51370753.0,263549027,5,,6178688042.0,Generalista,Generalista,Generalista,Debole_Moda_Lusso,Generalista,Generalista,5.0,1
197861153.0,263549027,5,,6343949184.0,Fumetti_Manga,Generalista,Fumetti_Manga,Puro_Fumetti_Manga,Generalista,Generalista,5.0,1
34714783.0,263549027,5,,6293785153.0,Generalista,Generalista,Generalista,Debole_Action_Figure,Generalista,Generalista,5.0,1
114252112.0,263549027,5,,,Gaming_Console,Generalista,Gaming_Console,Puro_Gaming_Console,Generalista,Generalista,5.0,1
128015764.0,263549027,5,,6268421384.0,Generalista,Generalista,Generalista,Debole_Action_Figure,Generalista,Generalista,5.0,1
62407227.0,263549027,5,,6200477621.0,Action_Figure,Generalista,Action_Figure,Puro_Action_Figure,Generalista,Generalista,5.0,1
93880381.0,263549027,5,,6282137682.0,Moda_Lusso,Generalista,Moda_Lusso,Puro_Moda_Lusso,Generalista,Generalista,5.0,1
86638253.0,263549027,5,,6186398597.0,Moda_Lusso,Generalista,Moda_Lusso,Puro_Moda_Lusso,Generalista,Generalista,5.0,2
190897648.0,263549027,5,,,Fumetti_Manga,Generalista,Fumetti_Manga,Puro_Fumetti_Manga,Generalista,Generalista,5.0,1
207877773.0,263549027,5,,,Multi_category,Generalista,Multi_category,Multi_category_Fumetti_Manga_Action_Figure,Generalista,Generalista,5.0,1
230746888.0,263549027,5,,6224604446.0,Moda_Lusso,Generalista,Moda_Lusso,Puro_Moda_Lusso,Generalista,Generalista,5.0,1
129724367.0,263549027,5,,,Fumetti_Manga,Generalista,Fumetti_Manga,Puro_Fumetti_Manga,Generalista,Generalista,5.0,1
20463855.0,263549027,5,,6178754244.0,Multi_category,Generalista,Multi_category,Multi_category_Moda_Lusso_Action_Figure,Generalista,Generalista,5.0,1
55649844.0,263549027,5,,6198164796.0,Multi_category,Generalista,Multi_category,Multi_category_Gaming_Console_Media_Vinili,Generalista,Generalista,5.0,1
59238937.0,263549027,5,,,Moda_Lusso,Generalista,Moda_Lusso,Puro_Moda_Lusso,Generalista,Generalista,5.0,1
183835223.0,51137088,5,,4995824863.0,Multi_category,Multi_category,Multi_category,Multi_category_Action_Figure_Fumetti_Manga,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
23942591.0,51137088,5,,3847772454.0,Moda_Lusso,Multi_category,Moda_Lusso,Puro_Moda_Lusso,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
53000201.0,51137088,5,,4771057197.0,Generalista,Multi_category,Generalista,Debole_Moda_Lusso,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
15669501.0,51137088,5,,5556706254.0,Generalista,Multi_category,Generalista,Debole_Moda_Lusso,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
62314531.0,51137088,5,,6677830305.0,Gaming_Console,Multi_category,Gaming_Console,Puro_Gaming_Console,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
59247886.0,51137088,5,,6677756895.0,Multi_category,Multi_category,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
179662289.0,51137088,5,,4404998056.0,Generalista,Multi_category,Generalista,Debole_Moda_Lusso,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
234188947.0,51137088,5,,,Generalista,Multi_category,Generalista,Debole_Tech_Elettronica,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
224591867.0,51137088,5,,,Moda_Lusso,Multi_category,Moda_Lusso,Puro_Moda_Lusso,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
51410187.0,51137088,5,,4974652852.0,Gaming_Console,Multi_category,Gaming_Console,Puro_Gaming_Console,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
75753725.0,51137088,5,,,Generalista,Multi_category,Generalista,Debole_Action_Figure,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
135247578.0,51137088,5,,,Action_Figure,Multi_category,Action_Figure,Puro_Action_Figure,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
34394059.0,51137088,5,,,Generalista,Multi_category,Generalista,Debole_Moda_Lusso,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
243341952.0,51137088,5,,,Moda_Lusso,Multi_category,Moda_Lusso,Puro_Moda_Lusso,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
52770258.0,51137088,5,,,Multi_category,Multi_category,Multi_category,Multi_category_Moda_Lusso_Carte_TCG,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
121173411.0,51137088,5,,,Action_Figure,Multi_category,Action_Figure,Puro_Action_Figure,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
209295055.0,51137088,5,,,Generalista,Multi_category,Generalista,Debole_Gaming_Console,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
232106979.0,51137088,3,,,Multi_category,Multi_category,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,3.0,1
50025628.0,51137088,5,,,Generalista,Multi_category,Generalista,Debole_Fumetti_Manga,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
214628928.0,51137088,5,,,Generalista,Multi_category,Generalista,Debole_Gaming_Console,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
64843921.0,51137088,5,,,Generalista,Multi_category,Generalista,Debole_Action_Figure,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
83020753.0,51137088,5,,,Multi_category,Multi_category,Multi_category,Multi_category_Carte_TCG_Gaming_Console,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
217887574.0,51137088,5,,,Generalista,Multi_category,Generalista,Debole_Action_Figure,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
113569566.0,51137088,5,,,Multi_category,Multi_category,Multi_category,Multi_category_Action_Figure_Fumetti_Manga,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
192463582.0,51137088,5,,,Tech_Elettronica,Multi_category,Tech_Elettronica,Puro_Tech_Elettronica,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
50673965.0,51137088,5,,,Moda_Lusso,Multi_category,Moda_Lusso,Puro_Moda_Lusso,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
221819314.0,51137088,5,,,Gaming_Console,Multi_category,Gaming_Console,Puro_Gaming_Console,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
93286557.0,51137088,5,,,Moda_Lusso,Multi_category,Moda_Lusso,Puro_Moda_Lusso,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
200165602.0,51137088,5,,,Moda_Lusso,Multi_category,Moda_Lusso,Puro_Moda_Lusso,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
51454093.0,51137088,5,,,Generalista,Multi_category,Generalista,Debole_Moda_Lusso,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
74415446.0,51137088,5,,,Multi_category,Multi_category,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
133473492.0,51137088,5,,,Gaming_Console,Multi_category,Gaming_Console,Puro_Gaming_Console,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
132904346.0,51137088,5,,,Carte_TCG,Multi_category,Carte_TCG,Puro_Carte_TCG,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
131405826.0,51137088,5,,,Gaming_Console,Multi_category,Gaming_Console,Puro_Gaming_Console,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
54646982.0,51137088,5,,,Generalista,Multi_category,Generalista,Debole_Tech_Elettronica,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
67762114.0,51137088,5,,,Generalista,Multi_category,Generalista,Debole_Action_Figure,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
54192549.0,51137088,5,,,Generalista,Multi_category,Generalista,Debole_Fumetti_Manga,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
139679280.0,51137088,5,,,Moda_Lusso,Multi_category,Moda_Lusso,Puro_Moda_Lusso,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
123304435.0,51137088,5,,,Multi_category,Multi_category,Multi_category,Multi_category_Moda_Lusso_Action_Figure,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
73171468.0,51137088,5,,,Moda_Lusso,Multi_category,Moda_Lusso,Puro_Moda_Lusso,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
155216759.0,51137088,5,,,Multi_category,Multi_category,Multi_category,Multi_category_Moda_Lusso_Action_Figure,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
82110612.0,51137088,5,,,Action_Figure,Multi_category,Action_Figure,Puro_Action_Figure,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
60552966.0,51137088,5,,,Moda_Lusso,Multi_category,Moda_Lusso,Puro_Moda_Lusso,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
86037161.0,51137088,5,,,Multi_category,Multi_category,Multi_category,Multi_category_Moda_Lusso_Action_Figure,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
55791726.0,51137088,5,,,Generalista,Multi_category,Generalista,Debole_Moda_Lusso,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
53574428.0,51137088,5,,,Multi_category,Multi_category,Multi_category,Multi_category_Action_Figure_Gaming_Console,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
135261429.0,51137088,5,,,Multi_category,Multi_category,Multi_category,Multi_category_Action_Figure_Media_Vinili,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
157013246.0,51137088,5,,,Moda_Lusso,Multi_category,Moda_Lusso,Puro_Moda_Lusso,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
114538035.0,51137088,5,,,Moda_Lusso,Multi_category,Moda_Lusso,Puro_Moda_Lusso,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
24237968.0,51137088,5,,,Action_Figure,Multi_category,Action_Figure,Puro_Action_Figure,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
165176856.0,51137088,5,,,Gaming_Console,Multi_category,Gaming_Console,Puro_Gaming_Console,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
125955463.0,51137088,5,,,Generalista,Multi_category,Generalista,Debole_Carte_TCG,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
69795816.0,51137088,5,,,Gaming_Console,Multi_category,Gaming_Console,Puro_Gaming_Console,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
139524195.0,51137088,5,,,Gaming_Console,Multi_category,Gaming_Console,Puro_Gaming_Console,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
136295551.0,51137088,5,,,Carte_TCG,Multi_category,Carte_TCG,Puro_Carte_TCG,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
166524141.0,51137088,5,,,Generalista,Multi_category,Generalista,Debole_Moda_Lusso,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
72874890.0,51137088,5,,,Generalista,Multi_category,Generalista,Debole_Moda_Lusso,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
83080124.0,51137088,5,,,Generalista,Multi_category,Generalista,Debole_Moda_Lusso,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
112676354.0,51137088,5,,,Generalista,Multi_category,Generalista,Debole_Gaming_Console,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
121158645.0,51137088,5,,,Generalista,Multi_category,Generalista,Debole_Moda_Lusso,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
41213287.0,51137088,5,,,Generalista,Multi_category,Generalista,Debole_Moda_Lusso,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
73910091.0,51137088,5,,,Moda_Lusso,Multi_category,Moda_Lusso,Puro_Moda_Lusso,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
55323422.0,51137088,5,,,Moda_Lusso,Multi_category,Moda_Lusso,Puro_Moda_Lusso,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
65243436.0,51137088,5,,,Generalista,Multi_category,Generalista,Debole_Moda_Lusso,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
53574006.0,51137088,5,,,Generalista,Multi_category,Generalista,Debole_Action_Figure,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
52224481.0,51137088,5,,,Generalista,Multi_category,Generalista,Debole_Moda_Lusso,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
137617363.0,51137088,5,,,Generalista,Multi_category,Generalista,Debole_Gaming_Console,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
127843470.0,51137088,5,,,Moda_Lusso,Multi_category,Moda_Lusso,Puro_Moda_Lusso,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
16605803.0,51137088,5,,,Generalista,Multi_category,Generalista,Debole_Moda_Lusso,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
119386420.0,51137088,5,,,Multi_category,Multi_category,Multi_category,Multi_category_Action_Figure_Moda_Lusso,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
66964234.0,51137088,5,,,Generalista,Multi_category,Generalista,Debole_Action_Figure,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
49460699.0,51137088,5,,,Moda_Lusso,Multi_category,Moda_Lusso,Puro_Moda_Lusso,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
74418351.0,51137088,5,,,Generalista,Multi_category,Generalista,Debole_Tech_Elettronica,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
14847334.0,51137088,5,,,Moda_Lusso,Multi_category,Moda_Lusso,Puro_Moda_Lusso,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
51176473.0,51137088,5,,,Generalista,Multi_category,Generalista,Debole_Action_Figure,Multi_category,Multi_category_Gaming_Console_Moda_Lusso,5.0,1
