Acquirente_ID,Venditore_ID,Rating_Acquirente_V,Rating_Venditore_A,Item_ID,Acquirente_Community,Venditore_Community
174421764.0,51137088,5,,,Generalista,Multi_category
232106979.0,51137088,3,,,Multi_category,Multi_category
70461025.0,51137088,5,,,Generalista,Multi_category
164202649.0,51137088,5,,,Generalista,Multi_category
50025628.0,51137088,5,,,Generalista,Multi_category
214628928.0,51137088,5,,,Generalista,Multi_category
64843921.0,51137088,5,,,Generalista,Multi_category
83020753.0,51137088,5,,,Multi_category,Multi_category
217887574.0,51137088,5,,,Generalista,Multi_category
113569566.0,51137088,5,,,Multi_category,Multi_category
192463582.0,51137088,5,,,Tech_Elettronica,Multi_category
50673965.0,51137088,5,,,Moda_Lusso,Multi_category
221819314.0,51137088,5,,,Gaming_Console,Multi_category
93286557.0,51137088,5,,,Moda_Lusso,Multi_category
200165602.0,51137088,5,,,Moda_Lusso,Multi_category
51454093.0,51137088,5,,,Generalista,Multi_category
74415446.0,51137088,5,,,Multi_category,Multi_category
270155.0,51137088,5,,,Generalista,Multi_category
171518606.0,51137088,5,,,Generalista,Multi_category
133473492.0,51137088,5,,,Gaming_Console,Multi_category
132904346.0,51137088,5,,,Carte_TCG,Multi_category
131405826.0,51137088,5,,,Gaming_Console,Multi_category
79994995.0,51137088,5,,,Generalista,Multi_category
54646982.0,51137088,5,,,Generalista,Multi_category
67762114.0,51137088,5,,,Generalista,Multi_category
50764880.0,51137088,5,,,Generalista,Multi_category
54192549.0,51137088,5,,,Generalista,Multi_category
139679280.0,51137088,5,,,Moda_Lusso,Multi_category
147342410.0,51137088,5,,,Generalista,Multi_category
164638267.0,51137088,1,,,Generalista,Multi_category
123304435.0,51137088,5,,,Multi_category,Multi_category
73171468.0,51137088,5,,,Moda_Lusso,Multi_category
78834688.0,51137088,5,,,Generalista,Multi_category
155216759.0,51137088,5,,,Multi_category,Multi_category
86009050.0,51137088,5,,,Generalista,Multi_category
146669942.0,51137088,5,,,Generalista,Multi_category
82110612.0,51137088,5,,,Action_Figure,Multi_category
60552966.0,51137088,5,,,Moda_Lusso,Multi_category
86037161.0,51137088,5,,,Multi_category,Multi_category
69381362.0,51137088,5,,,Generalista,Multi_category
55791726.0,51137088,5,,,Generalista,Multi_category
49052710.0,51137088,5,,,Generalista,Multi_category
53574428.0,51137088,5,,,Multi_category,Multi_category
135261429.0,51137088,5,,,Multi_category,Multi_category
157013246.0,51137088,5,,,Moda_Lusso,Multi_category
114538035.0,51137088,5,,,Moda_Lusso,Multi_category
24237968.0,51137088,5,,,Action_Figure,Multi_category
165176856.0,51137088,5,,,Gaming_Console,Multi_category
125955463.0,51137088,5,,,Generalista,Multi_category
69795816.0,51137088,5,,,Gaming_Console,Multi_category
139524195.0,51137088,5,,,Gaming_Console,Multi_category
136295551.0,51137088,5,,,Carte_TCG,Multi_category
181337226.0,51137088,5,,,Generalista,Multi_category
166524141.0,51137088,5,,,Generalista,Multi_category
194941749.0,51137088,5,,,Generalista,Multi_category
72874890.0,51137088,5,,,Generalista,Multi_category
83080124.0,51137088,5,,,Generalista,Multi_category
13161457.0,51137088,5,,,Generalista,Multi_category
112676354.0,51137088,5,,,Generalista,Multi_category
121158645.0,51137088,5,,,Generalista,Multi_category
41213287.0,51137088,5,,,Generalista,Multi_category
73910091.0,51137088,5,,,Moda_Lusso,Multi_category
147529160.0,51137088,5,,,Generalista,Multi_category
182710359.0,51137088,5,,,Generalista,Multi_category
55323422.0,51137088,5,,,Moda_Lusso,Multi_category
65243436.0,51137088,5,,,Generalista,Multi_category
53574006.0,51137088,5,,,Generalista,Multi_category
52224481.0,51137088,5,,,Generalista,Multi_category
71114035.0,51137088,5,,,Generalista,Multi_category
137617363.0,51137088,5,,,Generalista,Multi_category
127843470.0,51137088,5,,,Moda_Lusso,Multi_category
16605803.0,51137088,5,,,Generalista,Multi_category
119386420.0,51137088,5,,,Multi_category,Multi_category
66964234.0,51137088,5,,,Generalista,Multi_category
49460699.0,51137088,5,,,Moda_Lusso,Multi_category
74418351.0,51137088,5,,,Generalista,Multi_category
77888078.0,51137088,5,,,Generalista,Multi_category
14847334.0,51137088,5,,,Moda_Lusso,Multi_category
51176473.0,51137088,5,,,Generalista,Multi_category
50298959.0,51137088,5,,,Generalista,Multi_category
70245161.0,51137088,5,,,Generalista,Multi_category
86005151.0,51137088,5,,,Generalista,Multi_category
63062421.0,51137088,5,,,Generalista,Multi_category
49115466.0,51137088,5,,,Generalista,Multi_category
48747961.0,51137088,5,,,Generalista,Multi_category
78599735.0,51137088,5,,,Media_Vinili,Multi_category
53012772.0,51137088,5,,,Action_Figure,Multi_category
55918020.0,51137088,5,,,Moda_Lusso,Multi_category
116202989.0,51137088,5,,,Generalista,Multi_category
53553718.0,51137088,5,,,Generalista,Multi_category
114196476.0,51137088,5,,,Generalista,Multi_category
130776294.0,51137088,5,,,Moda_Lusso,Multi_category
30309043.0,51137088,5,,,Moda_Lusso,Multi_category
74797475.0,51137088,5,,,Multi_category,Multi_category
52710534.0,51137088,5,,,Generalista,Multi_category
21414791.0,51137088,5,,,Generalista,Multi_category
24532056.0,51137088,5,,,Generalista,Multi_category
82369139.0,51137088,5,,,Generalista,Multi_category
29398235.0,51137088,5,,,Generalista,Multi_category
18634272.0,51137088,5,,,Action_Figure,Multi_category
80729672.0,51137088,5,,,Generalista,Multi_category
77521454.0,51137088,5,,,Generalista,Multi_category
59261542.0,51137088,5,,,Generalista,Multi_category
109267790.0,51137088,5,,,Generalista,Multi_category
14998020.0,51137088,5,,,Generalista,Multi_category
149172579.0,51137088,5,,,Generalista,Multi_category
92713489.0,51137088,5,,,Generalista,Multi_category
84208093.0,51137088,5,,,Moda_Lusso,Multi_category
54470712.0,51137088,5,,,Generalista,Multi_category
142296897.0,51137088,5,,,Moda_Lusso,Multi_category
16321668.0,51137088,5,,,Moda_Lusso,Multi_category
142727608.0,51137088,4,,,Generalista,Multi_category
140526280.0,51137088,5,,,Generalista,Multi_category
29191758.0,51137088,5,,,Generalista,Multi_category
126446531.0,51137088,5,,,Generalista,Multi_category
17959501.0,51137088,5,,,Generalista,Multi_category
135840864.0,51137088,5,,,Moda_Lusso,Multi_category
54727858.0,51137088,5,,,Generalista,Multi_category
100273958.0,51137088,5,,,Moda_Lusso,Multi_category
58321502.0,51137088,5,,,Generalista,Multi_category
140968794.0,51137088,5,,,Generalista,Multi_category
27813510.0,51137088,5,,,Generalista,Multi_category
84792922.0,51137088,5,,,Moda_Lusso,Multi_category
80348852.0,51137088,5,,,Generalista,Multi_category
104143032.0,51137088,5,,,Media_Vinili,Multi_category
57442726.0,51137088,5,,,Generalista,Multi_category
127442219.0,51137088,5,,,Moda_Lusso,Multi_category
51803196.0,51137088,5,,,Generalista,Multi_category
93582087.0,51137088,5,,,Generalista,Multi_category
80081695.0,51137088,5,,,Generalista,Multi_category
54076910.0,51137088,5,,,Moda_Lusso,Multi_category
48999517.0,51137088,5,,,Moda_Lusso,Multi_category
72426852.0,51137088,5,,,Moda_Lusso,Multi_category
139391822.0,51137088,5,,,Generalista,Multi_category
63818789.0,51137088,5,,,Generalista,Multi_category
24124471.0,51137088,5,,,Generalista,Multi_category
50309325.0,51137088,5,,,Generalista,Multi_category
37058571.0,51137088,5,,,Moda_Lusso,Multi_category
31082516.0,51137088,5,,,Moda_Lusso,Multi_category
137113043.0,51137088,5,,,Generalista,Multi_category
86079280.0,51137088,5,,,Moda_Lusso,Multi_category
66988532.0,51137088,5,,,Generalista,Multi_category
70818293.0,51137088,5,,,Generalista,Multi_category
128534043.0,51137088,5,,,Gaming_Console,Multi_category
111829946.0,51137088,5,,,Generalista,Multi_category
55655063.0,51137088,5,,,Moda_Lusso,Multi_category
28242370.0,51137088,5,,,Generalista,Multi_category
31366558.0,51137088,5,,,Moda_Lusso,Multi_category
931002.0,51137088,5,,,Multi_category,Multi_category
23149937.0,51137088,5,,,Moda_Lusso,Multi_category
52386220.0,51137088,5,,,Moda_Lusso,Multi_category
61819689.0,51137088,5,,,Multi_category,Multi_category
25581607.0,51137088,5,,,Action_Figure,Multi_category
87996876.0,51137088,5,,,Generalista,Multi_category
50007450.0,51137088,5,,,Moda_Lusso,Multi_category
79227659.0,51137088,5,,,Generalista,Multi_category
48121393.0,51137088,5,,,Generalista,Multi_category
55828208.0,51137088,5,,,Moda_Lusso,Multi_category
80439968.0,51137088,5,,,Moda_Lusso,Multi_category
53538479.0,51137088,5,,,Moda_Lusso,Multi_category
49961774.0,51137088,5,,,Moda_Lusso,Multi_category
62484588.0,51137088,5,,,Moda_Lusso,Multi_category
56956285.0,51137088,5,,,Moda_Lusso,Multi_category
48791349.0,51137088,5,,,Generalista,Multi_category
72272466.0,51137088,5,,,Generalista,Multi_category
67957630.0,51137088,5,,,Multi_category,Multi_category
,51137088,5,,,Sconosciuto,Multi_category
73072420.0,51137088,5,,,Generalista,Multi_category
67343892.0,51137088,5,,,Generalista,Multi_category
71141564.0,51137088,5,,,Generalista,Multi_category
18203801.0,51137088,5,,,Generalista,Multi_category
47926252.0,51137088,5,,,Multi_category,Multi_category
53537696.0,149109512,5,,6814922644.0,Moda_Lusso,Moda_Lusso
240139705.0,149109512,5,,6604562353.0,Generalista,Moda_Lusso
138230281.0,149109512,5,,6811034634.0,Generalista,Moda_Lusso
49776340.0,149109512,5,,6991410461.0,Inattivo,Moda_Lusso
98587867.0,149109512,5,,6991400550.0,Moda_Lusso,Moda_Lusso
82084757.0,149109512,5,,5419417156.0,Moda_Lusso,Moda_Lusso
52884213.0,149109512,5,,6810046316.0,Generalista,Moda_Lusso
73305420.0,149109512,5,,6991387340.0,Moda_Lusso,Moda_Lusso
110864416.0,149109512,5,,6816501297.0,Generalista,Moda_Lusso
60122481.0,149109512,5,,6809910693.0,Moda_Lusso,Moda_Lusso
73131658.0,149109512,5,,6991420019.0,Action_Figure,Moda_Lusso
106083640.0,149109512,5,,6814842919.0,Generalista,Moda_Lusso
106083640.0,149109512,5,,6809876594.0,Generalista,Moda_Lusso
51638559.0,149109512,5,,6810820574.0,Generalista,Moda_Lusso
129618453.0,149109512,5,,6811120125.0,Generalista,Moda_Lusso
191852416.0,149109512,5,,6810928211.0,Generalista,Moda_Lusso
143287601.0,149109512,5,,6814773570.0,Generalista,Moda_Lusso
128148716.0,149109512,5,,6816767677.0,Generalista,Moda_Lusso
76684254.0,149109512,5,,6829199421.0,Moda_Lusso,Moda_Lusso
101985860.0,149109512,5,,6815147029.0,Generalista,Moda_Lusso
68384367.0,149109512,5,,6809797624.0,Generalista,Moda_Lusso
54616055.0,149109512,5,,6809989806.0,Generalista,Moda_Lusso
205699921.0,149109512,5,,6815180701.0,Generalista,Moda_Lusso
70601109.0,149109512,5,,6586646520.0,Generalista,Moda_Lusso
268382857.0,149109512,5,,6581369816.0,Inattivo,Moda_Lusso
55164613.0,149109512,5,,6829388507.0,Generalista,Moda_Lusso
216421648.0,149109512,5,,6814970498.0,Generalista,Moda_Lusso
136720698.0,149109512,5,,6809947998.0,Generalista,Moda_Lusso
113604488.0,149109512,5,,6811075835.0,Generalista,Moda_Lusso
50390792.0,149109512,5,,6815049919.0,Generalista,Moda_Lusso
49563570.0,149109512,5,,6810093102.0,Moda_Lusso,Moda_Lusso
14708826.0,149109512,5,,6816418524.0,Moda_Lusso,Moda_Lusso
50650853.0,149109512,5,,6816575376.0,Generalista,Moda_Lusso
180132462.0,149109512,5,,6816278879.0,Generalista,Moda_Lusso
220953351.0,149109512,5,,6809630102.0,Moda_Lusso,Moda_Lusso
57216640.0,149109512,5,,6816682645.0,Generalista,Moda_Lusso
71737383.0,149109512,5,,6816343497.0,Moda_Lusso,Moda_Lusso
50298847.0,149109512,5,,6815108384.0,Moda_Lusso,Moda_Lusso
49494520.0,149109512,5,,6601373628.0,Moda_Lusso,Moda_Lusso
68384367.0,149109512,5,,6601449451.0,Generalista,Moda_Lusso
70543209.0,149109512,5,,6601415918.0,Generalista,Moda_Lusso
76147723.0,149109512,5,,6586859152.0,Moda_Lusso,Moda_Lusso
82407529.0,149109512,5,,6601810381.0,Moda_Lusso,Moda_Lusso
205084926.0,149109512,5,,6576021539.0,Inattivo,Moda_Lusso
51447058.0,149109512,5,,6728754763.0,Generalista,Moda_Lusso
106083640.0,149109512,5,,6586614217.0,Generalista,Moda_Lusso
55857277.0,149109512,5,,6601872230.0,Generalista,Moda_Lusso
139188034.0,149109512,5,,6576067521.0,Generalista,Moda_Lusso
278719875.0,149109512,5,,5414384202.0,Inattivo,Moda_Lusso
68188084.0,149109512,5,,6586773969.0,Generalista,Moda_Lusso
278668035.0,149109512,5,,6581319794.0,Inattivo,Moda_Lusso
53146053.0,149109512,5,,6601831487.0,Generalista,Moda_Lusso
82912123.0,149109512,5,,6581293461.0,Moda_Lusso,Moda_Lusso
96184036.0,149109512,5,,6586546453.0,Generalista,Moda_Lusso
210004855.0,149109512,5,,6586522016.0,Generalista,Moda_Lusso
54202601.0,149109512,5,,6586500888.0,Generalista,Moda_Lusso
279178752.0,149109512,5,,5722700727.0,Inattivo,Moda_Lusso
52024796.0,149109512,5,,6609750951.0,Moda_Lusso,Moda_Lusso
71596843.0,149109512,5,,6576103642.0,Inattivo,Moda_Lusso
278749519.0,149109512,5,,5763039331.0,Generalista,Moda_Lusso
75033939.0,149109512,5,,6601278675.0,Generalista,Moda_Lusso
149979899.0,149109512,5,,6609767719.0,Inattivo,Moda_Lusso
149979899.0,149109512,5,,6609705015.0,Inattivo,Moda_Lusso
80774158.0,149109512,5,,6604715542.0,Generalista,Moda_Lusso
53569329.0,149109512,5,,6581106507.0,Moda_Lusso,Moda_Lusso
54642656.0,149109512,5,,6609686406.0,Generalista,Moda_Lusso
54989633.0,149109512,5,,6581346332.0,Generalista,Moda_Lusso
59800641.0,149109512,5,,6601920180.0,Moda_Lusso,Moda_Lusso
242246091.0,149109512,5,,6576120572.0,Moda_Lusso,Moda_Lusso
169374768.0,149109512,5,,6576151229.0,Inattivo,Moda_Lusso
128537363.0,149109512,5,,6586741911.0,Moda_Lusso,Moda_Lusso
78444837.0,149109512,5,,6581331668.0,Generalista,Moda_Lusso
169855675.0,149109512,5,,6586945738.0,Generalista,Moda_Lusso
76225202.0,149109512,5,,6604688088.0,Generalista,Moda_Lusso
207656484.0,149109512,5,,6581398246.0,Generalista,Moda_Lusso
63450605.0,149109512,5,,6601346815.0,Generalista,Moda_Lusso
113783449.0,149109512,5,,6576183447.0,Generalista,Moda_Lusso
129600049.0,149109512,5,,6586562583.0,Moda_Lusso,Moda_Lusso
78108648.0,149109512,5,,6581172751.0,Generalista,Moda_Lusso
78108648.0,149109512,5,,6604571379.0,Generalista,Moda_Lusso
49074465.0,149109512,5,,6601775897.0,Generalista,Moda_Lusso
55112113.0,149109512,5,,6601657881.0,Moda_Lusso,Moda_Lusso
79670931.0,149109512,5,,6609724804.0,Generalista,Moda_Lusso
70196507.0,149109512,5,,6581355363.0,Generalista,Moda_Lusso
54861964.0,149109512,5,,6581080742.0,Generalista,Moda_Lusso
138230281.0,149109512,5,,6604584118.0,Generalista,Moda_Lusso
142547920.0,149109512,5,,6576139422.0,Moda_Lusso,Moda_Lusso
85089459.0,149109512,5,,6581241162.0,Generalista,Moda_Lusso
146754184.0,149109512,5,,6601694605.0,Generalista,Moda_Lusso
